term,lemma,suggested_meaning_zh_simp,part_of_speech,part_of_speech_zh,popup_speak_text_zh,tts_engine_preferred,tts_voice_preferred,quality_grade,import_allowed,can_default_popup,single_click_popup_enabled,high_confidence_popup,can_learning_search,needs_followup_review,product_layer_after_prepare,reason,match_source,meaning_supported_by_current_evidence,repaired_from_reject,source_index,source_volume,source_page,evidence_en,evidence_zh_simp,occurrence_count,volume_count,score,original_product_layer,original_final_category,original_meaning_zh_simp,database_write_performed,front_end_import_ready,reader_dictionary_import_candidate,domain_glossary_import_candidate,metadata
stern,stern,船尾,noun,名词,名词，船尾。英文，stern。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3987,41 Mark,121,"Life-Study of Mark Message The Lord Sleeping in the Boat Verse says, “And He was in the stern, sleeping on cushion.",马可福音生命读经第篇第页主在船上睡著三十八节说，『耶稣竟在船尾靠著枕头睡著。门徒叫醒了祂，对祂说，夫子，我们丧命，你不顾么？』奴仆救主在风暴袭击之下的船上睡著安歇，门徒却饱受惊吓，这指明祂超越险恶的风暴，不受其搅扰。门徒只要有祂在船上，就该凭著信祂，（40，）有分于祂的安息，享受祂的平安。,3,2,23.0,learning_vocab,learning_only,船尾,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""41 Mark"", ""source_page"": ""121"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，船尾。英文，stern。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
sulphur,sulphur,硫磺,noun,名词,名词，硫磺。英文，sulphur。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3988,05 Deuteronomy,152,"B. The Following Generation of Israel and the Foreigner Coming from a Distant Land, Seeing the Plagues of the Land and Its Diseases The following generation of Israel and the foreigner coming from a distant land, seeing the plagues of land and its diseases, and that all the land was sulphur and salt, a burning waste, that it was not sown, nor it sprout, nor did any vegetation come up in it, would say, “Why has Jehovah done this to this land?” (vv.",二以色列人的后代，和远方来的外人，看见这地的疫症，并这地的疾病以色列人的后代，和远方来的外人，看见这地的疫症，并这地的疾病，又看见遍地有硫磺、盐卤、火，没有播种，没有发苗，连草都不生长，必说，『耶和华为甚么向这地如此行？』（申二九24。）答案乃,3,2,23.0,learning_vocab,learning_only,硫磺,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""05 Deuteronomy"", ""source_page"": ""152"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，硫磺。英文，sulphur。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
sweden,sweden,瑞典,noun,名词,名词，瑞典。英文，sweden。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3989,01 Genesis,996,"whole world today, including the United States especially Sweden and France, is a Sodom. Many men and women live together without being married.",玛的世代。今天全世界，包括美国，尤其是瑞典和法国，都是所多玛。许多男人和女人没有结婚,3,2,23.0,learning_vocab,learning_only,瑞典,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""996"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，瑞典。英文，sweden。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
tenses,tens,时态,noun,名词,名词，时态。英文，tenses。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3990,43 John,394,"We need to close attention to the tenses of some of the verbs this verse. Here it does not say that they “shall be with Me” or that “they shall behold My glory.” According to the natural, religious concept, glory is in the future, in “the sweet by-and-by.” According to this concept, in “the sweet by-and-by” the glory will shine and all shall come into that shining and be in glory.",二十四节主说，『父阿，我在那里，愿你所赐给我的人，也同我在那里，叫他们看见你所赐给我的荣耀，因为创立世界以前，你已经爱我了。』主是在神圣的荣耀里，祂且祷告愿父所赐给祂的人，也同祂在荣耀里。我们需要密切注意这节里一些动词的时态。这里并不是说，他们『将要和我同在，』或『他们将要看见我的荣耀。』根据天然、宗教的观念，荣耀是在将来，是在『甜美的将来。』根据这观念，在『甜美的将来，』荣耀要照耀出来，我们都要进入那种照耀中，并且在荣耀里。但主耶稣不是用,3,3,33.0,learning_vocab,learning_only,时态,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""43 John"", ""source_page"": ""394"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，时态。英文，tenses。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
thrace,thrace,色雷斯,noun,名词,名词，色雷斯。英文，thrace。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3991,44 Acts,317,In vision in a Macedonian man urged Paul to come over into Macedonia. Macedonia was a province the Roman Empire in southeastern Europe between Thrace and Achaia on the Aegean Sea.,梦，也不是魂游象外。这与彼得在十章九至十六节里所经历的不同，那时『彼得魂游象外。』（徒十10。）在十六章九节的异象中，有一个马其顿人恳求保罗过到马其顿来。马其顿是罗马帝国的一省，在欧洲东南爱琴海边，色雷斯（Thrace）和亚该亚之间。,3,2,23.0,learning_vocab,learning_only,色雷斯,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""44 Acts"", ""source_page"": ""317"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，色雷斯。英文，thrace。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
tunnel,tunnel,隧道,noun,名词,名词，隧道。英文，tunnel。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3992,04 Numbers,142,"Sometimes, for His vindication, God puts us into a dark night, a dark tunnel, through which we must pass.",这些杖要在会幕里放在神面前一整夜。那一夜亚伦也许没有睡好。他也许在想他的杖是否会发芽。对亚伦来说，那一夜真是个黑夜。有的时候，神为著祂的表白，把我们放在必经的黑夜、黑暗的隧道里。,3,3,33.0,learning_vocab,learning_only,隧道,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""04 Numbers"", ""source_page"": ""142"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，隧道。英文，tunnel。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
twenty-fifth,twenty-fifth,第二十五,noun,名词,名词，第二十五。英文，twenty-fifth。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3993,26 Ezekiel,175,The vision of the building God’s house which he saw in chapter forty was in twenty-fifth year of the captivity.,主荣耀形状的异象，是在被掳第五年看见的。他在四十章所看见神殿建造的异象，是在被掳第二十五年看见的。有二十年的差距，这不是一段短时间。我们需要记得，以西结看见第一个异象时是三十岁，是祭司开始尽功用的年纪。他看见末一个异象时是五十岁，是祭司退休的年纪。这是非常有意义的，因为这指明，以西结要看见神的建造，需要更多生命的成熟。他看见第一个异象时，仍相当年轻，只有三十岁。但他看见神建造的异象时，是退休的年纪，这指明他在生命里达到进一步的成熟，并且能看见主的建造。要看见神建造的异象，需要在生命里成熟。由于在神圣生命里不成熟，今天很少基督徒看见任何关于主建造的事。按属灵说，许多人远在三十岁以下，甚至没有资格作学徒。因此，他们不可能看见神建造的异象。,3,1,13.0,learning_vocab,learning_only,第二十五,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""26 Ezekiel"", ""source_page"": ""175"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，第二十五。英文，twenty-fifth。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
ugliness,ugliness,丑陋,noun,名词,名词，丑陋。英文，ugliness。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3994,03 Leviticus,293,"If in study of this chapter we pay attention to all these expressions, we shall be enlightened concerning ugliness of leprosy.",利未记十三章用了不同的辞来描述并诊断痲疯：肿起来、发出东西、火斑、白的、新肉、长期的、长疮、白中带红的火斑、头疥、黄毛、发绿、恶性的。我们研读这一章若是注意这些辞句，就会蒙光照，看见痲疯的丑陋。我们要看见，痲疯是多么麻烦并容易传染。特别是，我们要蒙光照看见自己患痲疯的光景，因为在这一切细节里，我们会看见这是我们自己的描绘。,3,3,33.0,learning_vocab,learning_only,丑陋,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""03 Leviticus"", ""source_page"": ""293"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，丑陋。英文，ugliness。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
uncivilized,uncivilized,未开化的,verb,动词,动词，未开化的。英文，uncivilized。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3995,40 Matthew,82,"wore a garment of camel’s hair and a leather girdle, and he ate locusts and wild honey. All these things are uncivilized, uncultured, and not according to t h e re l i g i o u s re g u l a t i o n s Fo r a p r i e s person to wear camel’s hair was an especially drastic blow to the religious mind, for the camel was considered unclean under the Levitical regulations (Lev.",驼毛的衣服，腰束皮带，吃的是蝗虫野蜜，这些东西都是不文明、未开化的，也是不照著宗教规条的。祭司竟穿骆驼毛的衣服，这对宗教的头脑特别是个重击，因为按照利未记的规条，骆驼是不洁净的。（利十一此外，他不住在文明之地，而住在旷野。（路三这一切都指明他完全弃绝神对旧约的安排，那安排已经堕落成了一种搀有人类文化的宗教。约翰的用意，是要引进神新约的经纶，这经纶单单是由基督和生命之灵所构成的。,3,3,33.0,learning_vocab,learning_only,未开化的,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""40 Matthew"", ""source_page"": ""82"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""verb"", ""part_of_speech_zh"": ""动词"", ""popup_speak_text_zh"": ""动词，未开化的。英文，uncivilized。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
underestimate,underestimate,低估,noun,名词,名词，低估。英文，underestimate。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3996,02 Exodus,1221,Never underestimate the value of seeing a proper view of a certain matter. The view changes us; it affects entire being.,阔的看见。绝不要低估了正确看见一件事情的价值。这个看见会改变我们，影响我们的全人。在物质的领域和属灵的领域里都是这样。我喜爱出埃及记二十九章，因为它叫我们对祭司的成圣有了奇妙的看见。,3,2,23.0,learning_vocab,learning_only,低估,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""1221"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，低估。英文，underestimate。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
wantonness,wantonness,放纵,noun,名词,名词，放纵。英文，wantonness。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3997,07 Judges,30,"Israel’s degradation also issued in wantonness of their hatred in slaying one another, ending themselves in full destruction.",看了士师记九章以后，我们能看见，本章向我们陈明一幅图画，给我们看见神的选民以色列是何等的混乱，他们堕落到何等的地步！他们的堕落开始于离弃耶和华他们的神，并且敬拜迦南人的偶像；结果他们就放纵肉体的情欲，娶多妻生多子。基甸从许多妻子生了七十二个儿子；（八九还有一个士师生了三十个儿子；（十另一个士师生了三十个儿子，三十个女儿；（十二9；）又有一个士师生了四十个儿子，三十个孙子。（1314。）以色列的堕落也带进放荡怀恨，彼此残杀，而招致完全毁灭的结局。,3,2,23.0,learning_vocab,learning_only,放纵,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""07 Judges"", ""source_page"": ""30"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，放纵。英文，wantonness。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
widen,widen,扩大,noun,名词,名词，扩大。英文，widen。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3998,01 Genesis,521,"What can widen us? Only God Himself. If are going to be a broadened person with a broadened view and with a broadened mind, heart, and spirit, need God to enlarge you.",这作丈夫的，若没有神加到你里面，就是个狭窄的丈夫。你这作妻子的，若没有神加到你里面，就是个狭窄的妻子。甚么能使我们宽阔？只有神自己。你若要作宽广的人，有宽广的眼光，宽广的心思、心和灵，你就需要神扩大你。不管我们是谁，只要我们没有神加到我们里面，我们总是说『我的兴趣，』『我的利益，』『我的将来，』『我生命的长大，』『我的寻求主，』『我在召会聚会中的功用这类的事。除非神扩大我们，我们就不会关心别人。我们的名字原是『我的公主，』必须改为,3,3,33.0,learning_vocab,learning_only,扩大,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""521"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，扩大。英文，widen。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
xeroxed,xeroxed,影印,verb,动词,动词，影印。英文，xeroxed。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,3999,60 1Peter,3,"No. February Christ is a writing copy not for us to imitate nor merely follow. Rather, He is a writing copy to be xeroxed into us.",彼前二章二十一节说，基督为我们受过苦，给我们留下榜样，叫我们跟随祂的脚踪行。『榜样』一辞，原文很难繙译，其字面的意思是字帖。因此，主耶稣是我们的字帖，是一种给学生临摹习字的范本。以现代的用辞来描述复写的过程，就是『影印』。影印与效法或模倣无关；反之，影印是原文件的复制。（见『属灵的影印』信息，刊于英文水流报第十二卷第一期─一九七四年二月。）基督是字帖，不是给我们效法或仅仅模倣；反之，祂是字帖，乃要影印到我们里面。这就是说，我们都该成为基督的复制品，影印本。这是二章二十一节里『榜样』之原文的意义，保罗在他的著作里就没有使用这辞。,3,1,13.0,learning_vocab,learning_only,影印,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""60 1Peter"", ""source_page"": ""3"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""verb"", ""part_of_speech_zh"": ""动词"", ""popup_speak_text_zh"": ""动词，影印。英文，xeroxed。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
yeast,yeast,酵母,noun,名词,名词，酵母。英文，yeast。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,4000,02 Exodus,225,The function of leaven is to make something easier to Suppose bread is made without yeast or any other type of leaven.,酵的作用是使东西更容易吃。假设作面包不用酵母粉或任何别的酵，这种面包一定厚重难嚼。但如果把酵放进面团里，面包就柔软容易吃了。罪与酵的作用相似；它软化坚硬的东西，使我们易于接受。因此，酵的原则就是增加一种成分，使坚硬的东西变软。比方说，开玩笑是一种酵，使艰难的情况容易为人所接受。,3,2,23.0,learning_vocab,learning_only,酵母,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""225"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，酵母。英文，yeast。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
abdon,abdon,押顿,noun,名词,名词，押顿。英文，abdon。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,4001,07 Judges,36,"He was followed by Abdon Pirathonite, who had forty sons and thirty grandsons, judging Israel eight years.",十三、耶弗他作以色列的士师六年耶弗他作以色列的士师六年。他死了，葬在基列的一座城里。耶弗他以后，以比赞作以色列的士师七年。他有三十个儿子，三十个女儿。（7士师记生命读经第篇第页9。）以比赞死了，葬在伯利恒；然后西布伦人以伦作以色列的士师十年。以伦之后，比拉顿人押顿作以色列的士师八年。他有四十个儿子，三十个孙子。这些士师总共作以色,2,2,22.0,learning_vocab,learning_only,押顿,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""07 Judges"", ""source_page"": ""36"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，押顿。英文，abdon。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
abolition,abolition,废除,noun,名词,名词，废除。英文，abolition。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,4002,47 2Corinthians,49,"When glorification of the Old Testament ministry is compared to the surpassing glory of the New Testame Life-Study of Corinthians Message m i n i s t r y t h a t g l o r i f i c a t i o n b e c o m e s n o t h i Verse says, “For if that which was being done away was through glory, much rather that which remains glory.” “Being done away” refers to the process of abolition through the spreading of the new covenant ministry.",没有甚么荣光。旧约的职事是暂时得著荣光，但因著那超越的荣光，就从来没有甚么荣光。旧约的职事虽然得著荣光，但新约的职事有荣光的本身，甚至有超越的荣光。把旧约职事的得著荣光与新约职事超越的荣光一比较，哥林多后书生命读经第篇第页那得著的荣光就算不得甚么了。十一节说，『因为那渐渐废去的，如果是经过荣光的，这长存的就更多在荣光里了。』『渐渐废去，』指在废除的过程中，这是藉著新约职事的开展。,2,2,22.0,learning_vocab,learning_only,废除,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""47 2Corinthians"", ""source_page"": ""49"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，废除。英文，abolition。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
alphaeus,alphaeus,亚勒腓,noun,名词,名词，亚勒腓。英文，alphaeus。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,4003,40 Matthew,308,"Simon Peter and Andrew, James and John, Philip and Bartholomew, Thomas and Matthew, James the son of Alphaeus and Thaddaeus, and Simon the Cananaean and Judas Iscariot.",门彼得和安得烈，雅各和约翰，腓力和巴多罗买，多马和马太，亚勒腓的儿子雅各和达太，热烈派的西门和加略人犹大。我们需要牢牢记住这原则。我们都必须是成对的。尤其是青年人，没有一人该凭自己到任何地方去。我们需要另一人与我们配合。看看你的眼睛、耳朵、鼻子、嘴唇、肩膀、胳膊、手、腿和脚；你的身体都是安排成对的。每当主给你负担去某地，,2,2,22.0,learning_vocab,learning_only,亚勒腓,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""40 Matthew"", ""source_page"": ""308"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，亚勒腓。英文，alphaeus。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
amuse,amuse,娱乐,noun,名词,名词，娱乐。英文，amuse。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,4004,01 Genesis,273,"Since nothing could amuse him, he had to devise some amusement for himself. The principle is the same with every kind of entertainment today. People need entertainment because they do not have God.",满足他。因为没有甚么东西能娱乐他，他就必须为自己发明一点娱乐。今天各种的娱乐，原则都是一样。人因为没有神，所以需要娱乐。,2,1,12.0,learning_vocab,learning_only,娱乐,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""01 Genesis"", ""source_page"": ""273"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""noun"", ""part_of_speech_zh"": ""名词"", ""popup_speak_text_zh"": ""名词，娱乐。英文，amuse。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
annually,annually,每年,adverb,副词,副词，每年。英文，annually。,edge-tts,zh-CN-YunjianNeural,B,true,true,true,false,true,false,learning_vocab,"Productize as learning/search/review vocabulary, not as default reader popup.",productized_final_review,true,false,4005,02 Exodus,1532,"Actually, every hour, we should rest with the Lord. If we feast with Lord and rest in Him in this way, we shall surely experience Ephesians THREE FEASTS According to the Old Testament, God had ordained that seven feasts be observed annually by the children of Israel:",天天享受。此外，我们也该终日多次与主一同安息。以色列人一周有一次安息日，而我们一天该有多次安息日的安息。事实上，我们时时刻刻都该与主一同安息。如果我们这样与主一同守节，并安息在祂里面，我们的确会经历到以弗所第五章。三个节期照旧约来看，神命定以色列人每年要守七个节期：逾越节、除酵,2,2,22.0,learning_vocab,learning_only,每年,false,false,false,true,"{""schema"": ""sentence_reader.lifestudy_full_database_import_prepare.item.v1"", ""original_product_layer"": ""learning_vocab"", ""original_final_category"": ""learning_only"", ""source_volume"": ""02 Exodus"", ""source_page"": ""1532"", ""can_default_popup"": true, ""single_click_popup_enabled"": true, ""high_confidence_popup"": false, ""can_learning_search"": true, ""needs_followup_review"": false, ""repaired_from_reject"": false, ""part_of_speech"": ""adverb"", ""part_of_speech_zh"": ""副词"", ""popup_speak_text_zh"": ""副词，每年。英文，annually。"", ""tts_engine_preferred"": ""edge-tts"", ""tts_voice_preferred"": ""zh-CN-YunjianNeural""}"
